-0.037,-0.112,-0.006,0.055,0.141,0.168,0.112,-0.006,-0.093,-0.169,-0.146,-0.162
-0.219,-0.155,-0.252,-0.288,-0.145,0.092,0.178,0.114,-0.093,-0.122,-0.148,-0.152
-0.298,-0.16,-0.177,-0.116,-0.057,-0.055,-0.021,0.054,0.148,0.114,-0.053,-0.035
-0.194,-0.116,-0.068,-0.132,-0.153,-0.129,-0.107,-0.108,-0.037,-0.262,-0.261,-0.214
-0.191,-0.094,-0.093,-0.185,-0.222,-0.151,-0.22,-0.381,-0.37,-0.301,-0.335,-0.285
-0.241,-0.187,-0.245,-0.174,-0.165,-0.182,-0.278,-0.23,-0.166,-0.244,-0.319,-0.294
-0.297,-0.31,-0.28,-0.201,-0.208,-0.223,-0.233,-0.237,-0.154,-0.061,-0.021,-0.092
-0.064,-0.042,0.014,0.074,0.269,0.362,0.312,0.181,0.052,0.1,0.125,0.04
-0.012,-0.034,-0.06,0.007,-0.067,-0.126,-0.107,-0.011,-0.004,-0.147,-0.176,-0.157
-0.094,-0.038,0.003,0.005,0.037,0.006,0.058,0.013,0.107,0.148,0.049,0.129
0.128,0.289,0.319,0.289,0.381,0.487,0.485,0.51,0.41,0.379,0.315,0.277
0.048,0.055,0.066,0.05,0.16,0.178,0.196,0.304,0.182,0.015,-0.051,0.012
-0.086,-0.041,0.101,0.04,0.103,-0.02,0.07,0.1,0.099,-0.042,-0.055,-0.129
-0.13,-0.029,0.012,-0.015,-0.012,0.196,0.133,0.175,0.284,0.249,0.154,0.211
0.179,0.162,0.142,0.025,-0.051,-0.119,-0.068,0.104,0.077,0.109,0.017,0.002
0.048,-0.015,0.11,0.077,0.149,0.203,0.274,0.413,0.449,0.424,0.221,0.222
0.208,0.207,0.155,0.106,0.003,0.175,0.225,0.314,0.238,0.24,0.218,0.185
0.108,0.123,0.282,0.29,0.291,0.324,0.444,0.437,0.416,0.235,0.138,0.214
0.121,0.072,0.058,0.195,0.306,0.331,0.372,0.398,0.362,0.332,0.286,0.169
0.169,0.215,0.125,0.157,0.109,0.086,0.126,0.052,0.096,0.155,0.174,0.108
0.028,0.126,0.156,0.04,0.17,0.254,0.203,0.172,0.196,0.1,-0.001,0.016
-0.061,-0.167,-0.162,-0.133,-0.064,0.119,0.226,0.15,0.055,0.162,0.067,0.08
0.037,0.175,0.285,0.423,0.457,0.445,0.448,0.523,0.447,0.321,0.233,0.205
0.141,0.105,0.053,0.089,0.149,0.176,0.089,0.144,0.142,0.06,-0.073,-0.047
-0.067,0.002,0.023,0.077,0.162,0.298,0.373,0.428,0.446,0.327,0.162,0.138
0.125,0.113,0.156,0.134,0.098,0.044,0.188,0.192,0.252,0.344,0.126,0.034
-0.065,-0.045,-0.084,-0.097,-0.004,0.059,0.219,0.332,0.307,0.289,0.062,0.056
-0.011,-0.006,-0.132,-0.074,0.042,0.026,0.129,0.175,0.297,0.322,0.184,0.226
0.228,0.153,0.185,0.174,0.341,0.406,0.429,0.454,0.455,0.377,0.388,0.332
0.222,0.224,0.164,0.28,0.311,0.305,0.299,0.307,0.347,0.43,0.349,0.361
0.17,0.059,0.129,0.061,-0.004,-0.014,0.015,0.11,0.159,0.141,-0.124,-0.063
